id,predicted_restatement,introduced_terms
item_e4fd924168e59054,the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the,action;commandline;currencies;de;explanation;floor;performance;polar;presentation;reduce;relying;statement;triangles
item_34e7c39de4ec59dc,the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the,action;commandline;de;identifiers;keep;performance;polar;presentation;recall;reduce;related;statement;suited
item_6c444b0829adb7e3,to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to,action;commandline;currencies;de;equals;every;performance;polar;presentation;recall;reduce;statement;triangles
item_13a07f3a2c5454c8,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,action;alongside;commandline;de;floor;keep;performance;polar;reduce;relying;responsible;statement;triangles
item_8451b39eb2a8b338,the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the,alongside;commandline;de;floor;modulo;monitoring;performance;polar;produced;reduce;statement;symmetric;triangles
item_6e144291fff15050,the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the,action;alongside;commandline;de;every;keep;nine;performance;produced;reduce;related;statement;triangles
item_81fc08633f66d62b,to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to,action;alongside;calculating;commandline;de;every;explanation;keep;performance;polar;reduce;statement;triangles
item_36ee40c7e6df8462,have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have,action;commandline;de;every;instances;pass;performance;polar;presentation;recall;reduce;statement;symmetric
item_c62603774f7b95f6,the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the,action;alongside;commandline;de;encouraging;keep;modulo;polar;presentation;reduce;statement;suited;summary
item_a4f62f2f759dacd4,to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to,commandline;de;every;identifiers;keep;modulo;performance;polar;presentation;reduce;statement;suited;triangles
item_b633dcaeb9e639c3,sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor sensor,action;commandline;de;floor;keep;performance;polar;presentation;reduce;related;statement;symmetric;triangles
item_ff0614ced534b349,angle angle angle angle angle angle angle angle angle angle angle angle angle angle angle angle angle angle angle angle angle angle angle angle angle angle angle angle angle angle angle angle angle angle angle angle angle angle angle angle angle angle angle angle angle angle angle angle angle angle angle angle angle angle,action;alongside;commandline;de;every;identifiers;keep;modulo;performance;polar;reduce;statement;suited
item_7f79f39f916a28b6,have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have have,action;commandline;de;equals;floor;keep;performance;presentation;recall;reduce;statement;symmetric;triangles
item_f6cc08c5c22edf12,to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to,action;commandline;de;explanation;floor;keep;performance;presentation;recall;reduce;statement;suited;triangles
item_69ec2887600eae8e,under under under under under under under under under under under under under under under under under under under under under under under under under under under under under under under under under under under under under under under under under under under under under under under under under under under under under under,alongside;commandline;de;decided;every;keep;modulo;nine;performance;reduce;related;statement;triangles
item_c5ce0c7a1b01e7ee,end end end end end end end end end end end end end end end end end end end end end end end end end end end end end end end end end end end end end end end end end end end end end end end end end end end end end end,action;characters;commandline;currencies;de;floor;performance;presentation;reduce;related;responsible;statement;triangles
item_658b5cb4d1e47802,to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to,alongside;commandline;de;every;identifiers;keep;nine;performance;produced;reduce;related;statement;triangles
item_bba5a1bea0608081,the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the,action;alongside;commandline;de;keep;linear;performance;polar;presentation;recall;reduce;statement;suited
item_129384e90f5c3713,the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the,action;commandline;de;details;every;keep;performance;presentation;reduce;related;statement;suited;triangles
item_828bf5eedbb77fee,to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to,action;commandline;currencies;de;details;every;keep;linear;performance;presentation;reduce;statement;suited
item_b4e752758693696a,the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the,action;alongside;commandline;de;every;explanation;identifiers;keep;performance;reduce;specifying;statement;summary
item_e6fb20ebb2888220,to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to,commandline;de;every;identifiers;keep;performance;polar;presentation;produced;reduce;statement;suited;symmetric
item_2e6d0c8dead61d80,to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to,action;alongside;commandline;de;every;identifiers;keep;performance;reduce;related;statement;suited;triangles
